                                                            ZZ203S       0636150081450009845251223475                                                      20161129               
                                                            203B S       0275665035295004266250530150                                                      20161129               
9999900000NON-METRO                                         203B S01370000275665035295004266250530150AK013ALASKA                    ALEUTIANS EAST 201611292017010102140002013    
9999900000NON-METRO                                         203B H02390000385250049320005961500740850AK016ALASKA                    ALEUTIANS WEST 201611292014010103350002013    
1126000000ANCHORAGE, AK                                     203B H03450000396750050790006139500763000AK020ALASKA                    ANCHORAGE MUNIC201611292017010103450002016    
9999900000NON-METRO                                         203B S02070000275665035295004266250530150AK050ALASKA                    BETHEL CENSUS A201611292017010102080002015    
9999900000NON-METRO                                         203B H02290000313950040190004858000603750AK060ALASKA                    BRISTOL BAY BOR201611292016010102730002015    
9999900000NON-METRO                                         203B H02190000297850038130004609000572800AK068ALASKA                    DENALI BOROUGH 201611292014010102590002013    
9999900000NON-METRO                                         203B S02220000275665035295004266250530150AK070ALASKA                    DILLINGHAM CENS201611292017010102220002016    
2182000000FAIRBANKS, AK                                     203B S02310000275665035295004266250530150AK090ALASKA                    FAIRBANKS NORTH201611292017010102390002013    
9999900000NON-METRO                                         203B H01690000284050036360004395500546250AK100ALASKA                    HAINES BOROUGH 201611292013010102470002012    
9999900000NON-METRO                                         203B H02450000281750036070004360000541800AK105ALASKA                    HOONAH-ANGOON C201611292017010102450002016    
2794000000JUNEAU, AK                                        203B H03700000425500054470006584500818250AK110ALASKA                    JUNEAU CITY AND201611292017010103700002016    
9999900000NON-METRO                                         203B S02190000275665035295004266250530150AK122ALASKA                    KENAI PENINSULA201611292017010102190002016    
2854000000KETCHIKAN, AK                                     203B H02830000325450041660005036000625850AK130ALASKA                    KETCHIKAN GATEW201611292017010102830002016    
9999900000NON-METRO                                         203B H03200000381800048875005908000734250AK150ALASKA                    KODIAK ISLAND B201611292014010103320002013    
9999900000NON-METRO                                         203B S01340000275665035295004266250530150AK158ALASKA                    KUSILVAK CENSUS201611212017010101610002013    
9999900000NON-METRO                                         203B S01640000275665035295004266250530150AK164ALASKA                    LAKE AND PENINS201611292017010101640002016    
1126000000ANCHORAGE, AK                                     203B H03450000396750050790006139500763000AK170ALASKA                    MATANUSKA-SUSIT201611292017010103450002016    
9999900000NON-METRO                                         203B H03070000353050045195005463000678950AK180ALASKA                    NOME CENSUS ARE201611292017010103070002016    
9999900000NON-METRO                                         203B H01710000332350042545005143000639150AK185ALASKA                    NORTH SLOPE BOR201611292014010102890002013    
9999900000NON-METRO                                         203B S02040000275665035295004266250530150AK188ALASKA                    NORTHWEST ARCTI201611292017010102040002016    
9999900000NON-METRO                                         203B H02520000332350042545005143000639150AK195ALASKA                    PETERSBURG CENS201611292014010102890002013    
9999900000NON-METRO                                         203B S01820000275665035295004266250530150AK198ALASKA                    PRINCE OF WALES201611292017010102250002013    
9999900000NON-METRO                                         203B H03490000451950057855006993500869150AK220ALASKA                    SITKA CITY AND 201611292015010103930002014    
9999900000NON-METRO                                         203B H03610000415150053145006424000798350AK230ALASKA                    SKAGWAY MUNICIP201611292017010103610002016    
9999900000NON-METRO                                         203B S02280000275665035295004266250530150AK240ALASKA                    SOUTHEAST FAIRB201611292017010102280002016    
9999900000NON-METRO                                         203B H02160000293250037540004537500563950AK261ALASKA                    VALDEZ-CORDOVA 201611292014010102550002013    
9999900000NON-METRO                                         203B H01870000332350042545005143000639150AK275ALASKA                    WRANGELL CITY A201611292014010102890002013    
9999900000NON-METRO                                         203B H01560000420900053880006513000809450AK282ALASKA                    YAKUTAT CITY AN201611292014010103660002013    
9999900000NON-METRO                                         203B S01130000275665035295004266250530150AK290ALASKA                    YUKON-KOYUKUK C201611292017010101170002015    
2002000000DOTHAN, AL                                        203B S01190000275665035295004266250530150AL061ALABAMA                   GENEVA         201611292017010101820002009    
9999900000NON-METRO                                         203B S00710000275665035295004266250530150AL063ALABAMA                   GREENE         201611292016112901570002008    
4622000000TUSCALOOSA, AL                                    203B H02870000331200042400005125000636900AL065ALABAMA                   HALE           201611292016010102880002015    
2002000000DOTHAN, AL                                        203B S01190000275665035295004266250530150AL067ALABAMA                   HENRY          201611292017010101820002009    
2002000000DOTHAN, AL                                        203B S01190000275665035295004266250530150AL069ALABAMA                   HOUSTON        201611292017010101820002009    
4246000000SCOTTSBORO, AL                                    203B S01040000275665035295004266250530150AL071ALABAMA                   JACKSON        201611292017010101040002016    
1382000000BIRMINGHAM-HOOVER, AL                             203B S01870000275665035295004266250530150AL073ALABAMA                   JEFFERSON      201611292017010101870002015    
9999900000NON-METRO                                         203B S00690000275665035295004266250530150AL075ALABAMA                   LAMAR          201611292017010100960002010    
2252000000FLORENCE-MUSCLE SHOALS, AL                        203B S01540000275665035295004266250530150AL077ALABAMA                   LAUDERDALE     201611292017010101540002015    
1946000000DECATUR, AL                                       203B S01010000275665035295004266250530150AL079ALABAMA                   LAWRENCE       201611292017010101560002015    
1222000000AUBURN-OPELIKA, AL                                203B S01450000275665035295004266250530150AL081ALABAMA                   LEE            201611292017010101820002010    
2662000000HUNTSVILLE, AL                                    203B S01590000275665035295004266250530150AL083ALABAMA                   LIMESTONE      201611292017010101950002008    
3386000000MONTGOMERY, AL                                    203B S01470000275665035295004266250530150AL085ALABAMA                   LOWNDES        201611292017010101720002011    
9999900000NON-METRO                                         203B S00760000275665035295004266250530150AL087ALABAMA                   MACON          201611292016112901080002010    
2662000000HUNTSVILLE, AL                                    203B S01590000275665035295004266250530150AL089ALABAMA                   MADISON        201611292017010101950002008    
9999900000NON-METRO                                         203B S00920000275665035295004266250530150AL091ALABAMA                   MARENGO        201611292017010101030002015    
9999900000NON-METRO                                         203B S00710000275665035295004266250530150AL093ALABAMA                   MARION         201611292017010100990002015    
1070000000ALBERTVILLE, AL                                   203B S00940000275665035295004266250530150AL095ALABAMA                   MARSHALL       201611292017010101010002009    
3366000000MOBILE, AL                                        203B S01000000275665035295004266250530150AL097ALABAMA                   MOBILE         201611292017010101450002008    
9999900000NON-METRO                                         203B S00460000275665035295004266250530150AL099ALABAMA                   MONROE         201611292017010101070002010    
3386000000MONTGOMERY, AL                                    203B S01470000275665035295004266250530150AL101ALABAMA                   MONTGOMERY     201611292017010101720002011    
1946000000DECATUR, AL                                       203B S01010000275665035295004266250530150AL103ALABAMA                   MORGAN         201611292017010101560002015    
9999900000NON-METRO                                         203B S00760000275665035295004266250530150AL105ALABAMA                   PERRY          201611292017010100760002016    
4622000000TUSCALOOSA, AL                                    203B H02870000331200042400005125000636900AL107ALABAMA                   PICKENS        201611292016010102880002015    
4598000000TROY, AL                                          203B S01050000275665035295004266250530150AL109ALABAMA                   PIKE           201611292017010101120002010    
9999900000NON-METRO                                         203B S00920000275665035295004266250530150AL111ALABAMA                   RANDOLPH       201611292017010100920002016    
1798000000COLUMBUS, GA-AL                                   203B H01870000289800037100004484500557300AL113ALABAMA                   RUSSELL        201611292010010102520002009    
1382000000BIRMINGHAM-HOOVER, AL                             203B S01870000275665035295004266250530150AL115ALABAMA                   ST. CLAIR      201611292017010101870002015    
1382000000BIRMINGHAM-HOOVER, AL                             203B S01870000275665035295004266250530150AL117ALABAMA                   SHELBY         201611292017010101870002015    
9999900000NON-METRO                                         203B S00750000275665035295004266250530150AL119ALABAMA                   SUMTER         201611292017010100760002010    
4518000000TALLADEGA-SYLACAUGA, AL                           203B S01010000275665035295004266250530150AL121ALABAMA                   TALLADEGA      201611292017010101580002009    
9999900000NON-METRO                                         203B S01950000275665035295004266250530150AL123ALABAMA                   TALLAPOOSA     201611292016112901950002016    
4622000000TUSCALOOSA, AL                                    203B H02870000331200042400005125000636900AL125ALABAMA                   TUSCALOOSA     201611292016010102880002015    
1382000000BIRMINGHAM-HOOVER, AL                             203B S01870000275665035295004266250530150AL127ALABAMA                   WALKER         201611292017010101870002015    
9999900000NON-METRO                                         203B S00890000275665035295004266250530150AL129ALABAMA                   WASHINGTON     201611292017010101050002010    
9999900000NON-METRO                                         203B S00750000275665035295004266250530150AL131ALABAMA                   WILCOX         201611292017010100940002010    
9999900000NON-METRO                                         203B S00790000275665035295004266250530150AL133ALABAMA                   WINSTON        201611292017010100880002009    
9999900000NON-METRO                                         203B S00610000275665035295004266250530150AR001ARKANSAS                  ARKANSAS       201611292017010100830002014    
9999900000NON-METRO                                         203B S00500000275665035295004266250530150AR003ARKANSAS                  ASHLEY         201611292017010100790002013    
3426000000MOUNTAIN HOME, AR                                 203B S00900000275665035295004266250530150AR005ARKANSAS                  BAXTER         201611292017010101230002014    
2222000000FAYETTEVILLE-SPRINGDALE-ROGERS, AR-MO             203B S01700000275665035295004266250530150AR007ARKANSAS                  BENTON         201611292017010101740002009    
2546000000HARRISON, AR                                      203B S01000000275665035295004266250530150AR009ARKANSAS                  BOONE          201611292017010101050002015    
9999900000NON-METRO                                         203B S00450000275665035295004266250530150AR011ARKANSAS                  BRADLEY        201611292017010100640002008    
1578000000CAMDEN, AR                                        203B S00700000275665035295004266250530150AR013ARKANSAS                  CALHOUN        201611292017010101730002009    
9999900000NON-METRO                                         203B S01120000275665035295004266250530150AR015ARKANSAS                  CARROLL        201611292017010101380002010    
9999900000NON-METRO                                         203B S00570000275665035295004266250530150AR017ARKANSAS                  CHICOT         201611292017010101190002008    
1166000000ARKADELPHIA, AR                                   203B S00680000275665035295004266250530150AR019ARKANSAS                  CLARK          201611292017010100950002008    
9999900000NON-METRO                                         203B S00430000275665035295004266250530150AR021ARKANSAS                  CLAY           201611292017010100720002014    
9999900000NON-METRO                                         203B S01180000275665035295004266250530150AR023ARKANSAS                  CLEBURNE       201611292017010101180002016    
3822000000PINE BLUFF, AR                                    203B S00740000275665035295004266250530150AR025ARKANSAS                  CLEVELAND      201611292017010100940002009    
3162000000MAGNOLIA, AR                                      203B S00740000275665035295004266250530150AR027ARKANSAS                  COLUMBIA       201611292017010101100002009    
9999900000NON-METRO                                         203B S00660000275665035295004266250530150AR029ARKANSAS                  CONWAY         201611292017010101020002009    
2786000000JONESBORO, AR                                     203B S01330000275665035295004266250530150AR031ARKANSAS                  CRAIGHEAD      201611292017010101330002016    
2290000000FORT SMITH, AR-OK                                 203B S01080000275665035295004266250530150AR033ARKANSAS                  CRAWFORD       201611292017010101170002009    
3282000000MEMPHIS, TN-MS-AR                                 203B S01710000275665035295004266250530150AR035ARKANSAS                  CRITTENDEN     201611292017010101760002008    
9999900000NON-METRO                                         203B S00850000275665035295004266250530150AR037ARKANSAS                  CROSS          201611292017010100990002008    
9999900000NON-METRO                                         203B S00380000275665035295004266250530150AR039ARKANSAS                  DALLAS         201611292017010100830002008    
9999900000NON-METRO                                         203B S00370000275665035295004266250530150AR041ARKANSAS                  DESHA          201611292017010100570002012    
9999900000NON-METRO                                         203B S00920000275665035295004266250530150AR043ARKANSAS                  DREW           201611292017010100920002016    
3078000000LITTLE ROCK-NORTH LITTLE ROCK-CONWAY, A           203B S01550000275665035295004266250530150AR045ARKANSAS                  FAULKNER       201611292017010101680002009    
9999900000NON-METRO                                         203B S01240000275665035295004266250530150AR047ARKANSAS                  FRANKLIN       201611292016112901240002016    
9999900000NON-METRO                                         203B S00920000275665035295004266250530150AR049ARKANSAS                  FULTON         201611292017010101000002014    
2630000000HOT SPRINGS, AR                                   203B S01210000275665035295004266250530150AR051ARKANSAS                  GARLAND        201611292017010101360002008    
3078000000LITTLE ROCK-NORTH LITTLE ROCK-CONWAY, A           203B S01550000275665035295004266250530150AR053ARKANSAS                  GRANT          201611292017010101680002009    
3750000000PARAGOULD, AR                                     203B S01000000275665035295004266250530150AR055ARKANSAS                  GREENE         201611292017010101000002016    
9999900000NON-METRO                                         203B S00630000275665035295004266250530150AR057ARKANSAS                  HEMPSTEAD      201611292016112900700002011    
3168000000MALVERN, AR                                       203B S00890000275665035295004266250530150AR059ARKANSAS                  HOT SPRING     201611292016112900910002013    
9999900000NON-METRO                                         203B S00810000275665035295004266250530150AR061ARKANSAS                  HOWARD         201611292017010100810002016    
1290000000BATESVILLE, AR                                    203B S00750000275665035295004266250530150AR063ARKANSAS                  INDEPENDENCE   201611292017010100970002008    
9999900000NON-METRO                                         203B S00780000275665035295004266250530150AR065ARKANSAS                  IZARD          201611292017010100780002011    
9999900000NON-METRO                                         203B S00460000275665035295004266250530150AR067ARKANSAS                  JACKSON        201611292017010100660002008    
3822000000PINE BLUFF, AR                                    203B S00740000275665035295004266250530150AR069ARKANSAS                  JEFFERSON      201611292017010100940002009    
9999900000NON-METRO                                         203B S00790000275665035295004266250530150AR071ARKANSAS                  JOHNSON        201611292017010100900002015    
9999900000NON-METRO                                         203B S00300000275665035295004266250530150AR073ARKANSAS                  LAFAYETTE      201611292017010100640002012    
9999900000NON-METRO                                         203B S00400000275665035295004266250530150AR075ARKANSAS                  LAWRENCE       201611292017010100580002008    
9999900000NON-METRO                                         203B S00430000275665035295004266250530150AR077ARKANSAS                  LEE            201611292017010100540002014    
3822000000PINE BLUFF, AR                                    203B S00740000275665035295004266250530150AR079ARKANSAS                  LINCOLN        201611292017010100940002009    
4550000000TEXARKANA, TX-AR                                  203B S01290000275665035295004266250530150AR081ARKANSAS                  LITTLE RIVER   201611292017010101370002014    
9999900000NON-METRO                                         203B S00600000275665035295004266250530150AR083ARKANSAS                  LOGAN          201611292017010100840002015    
3078000000LITTLE ROCK-NORTH LITTLE ROCK-CONWAY, A           203B S01550000275665035295004266250530150AR085ARKANSAS                  LONOKE         201611292017010101680002009    
2222000000FAYETTEVILLE-SPRINGDALE-ROGERS, AR-MO             203B S01700000275665035295004266250530150AR087ARKANSAS                  MADISON        201611292017010101740002009    
9999900000NON-METRO                                         203B S01000000275665035295004266250530150AR089ARKANSAS                  MARION         201611292017010101000002016    
4550000000TEXARKANA, TX-AR                                  203B S01290000275665035295004266250530150AR091ARKANSAS                  MILLER         201611292017010101370002014    
1418000000BLYTHEVILLE, AR                                   203B S00400000275665035295004266250530150AR093ARKANSAS                  MISSISSIPPI    201611292017010100900002011    
9999900000NON-METRO                                         203B S00360000275665035295004266250530150AR095ARKANSAS                  MONROE         201611292017010100600002013    
9999900000NON-METRO                                         203B S00520000275665035295004266250530150AR097ARKANSAS                  MONTGOMERY     201611292017010100770002013    
9999900000NON-METRO                                         203B S00220000275665035295004266250530150AR099ARKANSAS                  NEVADA         201611292016112900700002011    
2546000000HARRISON, AR                                      203B S01000000275665035295004266250530150AR101ARKANSAS                  NEWTON         201611292017010101050002015    
1578000000CAMDEN, AR                                        203B S00700000275665035295004266250530150AR103ARKANSAS                  OUACHITA       201611292017010101730002009    
3078000000LITTLE ROCK-NORTH LITTLE ROCK-CONWAY, A           203B S01550000275665035295004266250530150AR105ARKANSAS                  PERRY          201611292017010101680002009    
2576000000HELENA-WEST HELENA, AR                            203B S00300000275665035295004266250530150AR107ARKANSAS                  PHILLIPS       201611292016112900650002013    
9999900000NON-METRO                                         203B S00550000275665035295004266250530150AR109ARKANSAS                  PIKE           201611292017010100790002014    
2786000000JONESBORO, AR                                     203B S01330000275665035295004266250530150AR111ARKANSAS                  POINSETT       201611292017010101330002016    
9999900000NON-METRO                                         203B S00730000275665035295004266250530150AR113ARKANSAS                  POLK           201611292017010100830002008    
4078000000RUSSELLVILLE, AR                                  203B S01050000275665035295004266250530150AR115ARKANSAS                  POPE           201611292017010101110002013    
9999900000NON-METRO                                         203B S00680000275665035295004266250530150AR117ARKANSAS                  PRAIRIE        201611292017010100960002013    
3078000000LITTLE ROCK-NORTH LITTLE ROCK-CONWAY, A           203B S01550000275665035295004266250530150AR119ARKANSAS                  PULASKI        201611292017010101680002009    
9999900000NON-METRO                                         203B S00750000275665035295004266250530150AR121ARKANSAS                  RANDOLPH       201611292017010100750002016    
2262000000FORREST CITY, AR                                  203B S00510000275665035295004266250530150AR123ARKANSAS                  ST. FRANCIS    201611292017010100510002016    
3078000000LITTLE ROCK-NORTH LITTLE ROCK-CONWAY, A           203B S01550000275665035295004266250530150AR125ARKANSAS                  SALINE         201611292017010101680002009    
9999900000NON-METRO                                         203B S00590000275665035295004266250530150AR127ARKANSAS                  SCOTT          201611292017010100640002008    
9999900000NON-METRO                                         203B S00600000275665035295004266250530150AR129ARKANSAS                  SEARCY         201611292017010100680002010    
2290000000FORT SMITH, AR-OK                                 203B S01080000275665035295004266250530150AR131ARKANSAS                  SEBASTIAN      201611292017010101170002009    
9999900000NON-METRO                                         203B S00690000275665035295004266250530150AR133ARKANSAS                  SEVIER         201611292017010100720002008    
9999900000NON-METRO                                         203B S00500000275665035295004266250530150AR135ARKANSAS                  SHARP          201611292017010100630002008    
9999900000NON-METRO                                         203B S00960000275665035295004266250530150AR137ARKANSAS                  STONE          201611292017010100960002013    
2098000000EL DORADO, AR                                     203B S00700000275665035295004266250530150AR139ARKANSAS                  UNION          201611292017010101150002009    
9999900000NON-METRO                                         203B S00630000275665035295004266250530150AR141ARKANSAS                  VAN BUREN      201611292017010100800002009    
2222000000FAYETTEVILLE-SPRINGDALE-ROGERS, AR-MO             203B S01700000275665035295004266250530150AR143ARKANSAS                  WASHINGTON     201611292017010101740002009    
4262000000SEARCY, AR                                        203B S01100000275665035295004266250530150AR145ARKANSAS                  WHITE          201611292017010101190002009    
9999900000NON-METRO                                         203B S00540000275665035295004266250530150AR147ARKANSAS                  WOODRUFF       201611292017010100660002013    
4078000000RUSSELLVILLE, AR                                  203B S01050000275665035295004266250530150AR149ARKANSAS                  YELL           201611292017010101110002013    
9999900000NON-METRO                                         203B S00890000275665035295004266250530150AS010AMERICAN SAMOA            EASTERN DISTRIC201611292017010101220002008    
9999900000NON-METRO                                         203B S00760000275665035295004266250530150AS020AMERICAN SAMOA            MANU'A DISTRICT201611292017010102300002008    
9999900000NON-METRO                                         203B S00900000275665035295004266250530150AS030AMERICAN SAMOA            ROSE ISLAND    201611292017010101280002008    
9999900000NON-METRO                                         203B S00240000275665035295004266250530150AS040AMERICAN SAMOA            SWAINS ISLAND  201611292017010100620002008    
9999900000NON-METRO                                         203B S00920000275665035295004266250530150AS050AMERICAN SAMOA            WESTERN DISTRIC201611292017010101250002008    
9999900000NON-METRO                                         203B S00850000275665035295004266250530150AZ001ARIZONA                   APACHE         201611292017010101500002008    
4342000000SIERRA VISTA-DOUGLAS, AZ                          203B S01170000275665035295004266250530150AZ003ARIZONA                   COCHISE        201611292017010101760002009    
2238000000FLAGSTAFF, AZ                                     203B H02540000362250046375005605500696650AZ005ARIZONA                   COCONINO       201611292014010103150002008    
3774000000PAYSON, AZ                                        203B S01600000275665035295004266250530150AZ007ARIZONA                   GILA           201611292017010101850002008    
4094000000SAFFORD, AZ                                       203B S01420000275665035295004266250530150AZ009ARIZONA                   GRAHAM         201611292017010101630002008    
9999900000NON-METRO                                         203B S00500000275665035295004266250530150AZ011ARIZONA                   GREENLEE       201611292016112901630002008    
9999900000NON-METRO                                         203B S00680000275665035295004266250530150AZ012ARIZONA                   LA PAZ         201611292017010100910002009    
3806000000PHOENIX-MESA-SCOTTSDALE, AZ                       203B H02430000279450035775004324000537400AZ013ARIZONA                   MARICOPA       201611292017010102430002016    
2942000000LAKE HAVASU CITY-KINGMAN, AZ                      203B S01320000275665035295004266250530150AZ015ARIZONA                   MOHAVE         201611292017010101650002008    
4332000000SHOW LOW, AZ                                      203B S01300000275665035295004266250530150AZ017ARIZONA                   NAVAJO         201611292017010101810002008    
4606000000TUCSON, AZ                                        203B S01890000275665035295004266250530150AZ019ARIZONA                   PIMA           201611292017010102080002008    
3806000000PHOENIX-MESA-SCOTTSDALE, AZ                       203B H02430000279450035775004324000537400AZ021ARIZONA                   PINAL          201611292017010102430002016    
3570000000NOGALES, AZ                                       203B S01280000275665035295004266250530150AZ023ARIZONA                   SANTA CRUZ     201611292017010101570002008    
3914000000PRESCOTT, AZ                                      203B S02150000275665035295004266250530150AZ025ARIZONA                   YAVAPAI        201611292017010102180002008    
4974000000YUMA, AZ                                          203B S01250000275665035295004266250530150AZ027ARIZONA                   YUMA           201611292017010101500002008    
4186036084SAN FRANCISCO-OAKLAND-HAYWARD, CA                 203B H12000000636150081450009845251223475CA001CALIFORNIA                ALAMEDA        201611292017010112000002016    
9999900000NON-METRO                                         203B H02600000463450059330007171500891250CA003CALIFORNIA                ALPINE         201611292014010104030002008    
9999900000NON-METRO                                         203B H02450000332350042545005143000639150CA005CALIFORNIA                AMADOR         201611292014010102890002008    
1702000000CHICO, CA                                         203B H02300000293250037540004537500563950CA007CALIFORNIA                BUTTE          201611292014010102550002008    
9999900000NON-METRO                                         203B H02290000373750047845005783500718750CA009CALIFORNIA                CALAVERAS      201611292014010103250002008    
